cryo_sleep_flag,passenger_age,room_service_spend,food_court_spend,shopping_mall_spend,spa_amenities_spend,vr_deck_spend,cabin_deck_tier,transported_or_survived
1,29.426,0.0,1216.252,0.0,536.749,0.0,3,0
1,49.686,0.0,2487.149,1263.649,307.677,378.416,1,1
1,10.653,0.0,848.498,0.0,0.0,0.0,4,0
1,7.455,721.021,1225.356,245.489,228.323,1980.417,3,1
0,30.307,0.0,65.059,159.731,2.037,1780.828,5,1
0,28.712,498.079,0.0,104.25,434.024,0.0,3,0
0,30.427,0.0,0.0,109.175,0.0,2173.115,7,1
1,31.415,0.0,439.009,105.0,0.0,295.535,3,1
1,24.875,5.832,522.942,658.917,264.591,3018.859,2,1
0,48.858,1308.659,2761.543,511.031,2196.63,451.92,3,0
0,5.587,41.379,547.533,404.591,400.423,905.002,8,0
1,16.401,0.0,1864.612,0.0,0.0,1769.899,1,1
1,26.554,0.0,0.0,337.885,1139.494,1641.515,5,1
0,4.995,242.119,75.989,0.0,135.848,836.269,6,0
0,25.538,618.951,0.0,531.939,2364.836,151.803,2,0
1,51.261,464.046,0.0,995.719,305.696,839.839,6,1
0,28.292,328.921,1082.378,0.0,1080.547,0.0,3,0
0,31.23,975.469,459.072,23.403,0.0,459.74,7,0
0,10.358,0.0,1581.526,0.0,863.398,0.0,4,0
1,19.371,801.692,667.505,861.842,612.603,0.0,1,1
1,22.747,0.0,27.056,223.216,247.843,352.948,1,1
1,23.552,0.0,3027.956,1137.864,0.0,1625.392,7,1
1,45.943,0.0,337.316,401.702,0.0,1272.095,1,1
1,35.808,41.351,1845.601,305.772,620.588,213.992,7,0
1,12.44,189.93,0.0,208.196,1001.833,2134.339,2,1
1,31.451,294.166,1301.519,628.076,170.121,0.0,7,0
0,34.975,260.224,1563.619,0.0,625.995,0.0,8,0
0,43.962,0.0,700.19,217.793,268.294,0.0,7,0
0,50.128,96.343,0.0,130.774,418.379,0.0,3,0
0,13.789,0.0,471.903,576.235,89.511,1157.456,1,1
0,16.648,1106.099,1926.552,64.887,329.77,0.0,3,0
0,10.394,22.643,1082.977,0.0,3277.845,784.007,4,0
0,24.724,0.0,985.007,174.116,652.798,2028.598,7,1
1,34.529,1252.811,0.0,0.0,1019.827,0.0,3,1
1,41.823,0.0,0.0,0.0,791.826,802.425,6,0
0,26.937,0.0,943.629,577.189,20.901,865.911,3,1
0,23.522,0.0,942.46,494.274,1733.388,0.0,3,0
1,30.125,175.884,1907.6,431.571,0.0,1721.921,7,0
0,16.308,500.561,276.16,899.64,1470.56,0.0,8,0
0,57.254,700.789,936.989,0.0,0.0,0.0,5,0
1,5.493,1891.797,469.649,0.0,0.0,2517.194,6,1
0,30.586,0.0,0.0,130.783,711.936,848.905,2,1
1,56.33,615.678,0.0,0.0,0.0,1271.555,7,0
0,28.095,0.0,967.212,0.0,899.204,1722.638,3,1
1,25.339,0.0,658.737,125.284,0.0,0.0,1,1
1,22.996,0.0,0.0,0.0,0.0,1612.312,7,1
1,25.475,0.0,0.0,0.0,0.0,0.0,8,0
0,47.22,1314.941,1205.687,0.0,3416.584,0.0,5,0
1,0.0,767.493,130.896,0.0,0.0,14.4,3,1
0,49.468,235.077,1118.25,299.723,320.795,0.0,5,0
0,8.065,1098.16,2686.858,0.0,1567.635,1163.264,2,1
0,24.267,0.0,0.0,792.514,1450.024,580.571,7,0
0,21.991,0.0,0.0,1068.165,1246.476,0.0,5,1
1,36.24,0.0,198.749,550.454,0.0,1008.23,1,1
1,5.626,0.0,2195.791,0.0,1796.198,11.058,3,0
0,34.47,325.104,0.0,1012.91,1314.73,0.0,1,1
0,56.34,286.858,2773.033,1052.403,543.53,351.118,7,0
1,8.916,317.072,613.027,180.523,574.639,786.633,7,0
0,30.656,0.0,334.799,910.839,0.0,709.34,8,1
1,18.732,742.051,212.328,0.0,0.0,0.0,4,1
0,33.962,375.758,0.0,0.0,1670.866,1189.467,5,0
0,28.268,696.485,1707.74,0.0,1753.429,66.486,5,0
1,19.019,0.0,0.0,1138.408,0.0,0.0,5,1
0,34.83,422.469,864.497,0.0,140.836,0.0,6,0
1,53.261,0.0,0.0,169.732,152.234,1332.337,7,1
0,25.327,0.0,0.0,189.121,274.079,313.01,7,0
0,38.077,567.337,3553.17,0.0,380.724,521.416,2,0
0,9.894,279.211,952.861,0.0,1351.548,1398.093,6,0
1,14.61,0.0,1185.919,210.46,0.0,0.0,1,1
0,34.614,224.078,1815.332,0.0,0.0,0.0,7,0
0,48.778,0.0,0.0,0.0,1670.282,373.27,4,0
0,32.979,967.674,2552.75,290.418,0.0,623.36,8,0
0,23.617,86.565,0.0,771.085,0.0,24.008,2,1
1,27.99,947.057,0.0,656.961,0.0,1847.424,2,1
1,10.494,0.0,0.0,0.0,0.0,0.0,3,1
0,36.463,0.0,1148.068,0.0,2020.459,1476.059,7,0
1,40.353,0.0,712.462,10.855,1327.309,1130.711,4,0
0,21.671,789.513,249.822,1047.963,1572.273,779.609,7,1
0,21.419,0.0,435.603,531.535,1211.971,0.0,5,0
0,31.722,638.987,0.0,564.22,1350.868,1648.083,6,1
1,21.886,0.0,0.0,668.32,0.0,0.0,8,0
1,27.074,0.0,1321.814,405.629,91.538,0.0,8,0
1,57.396,0.0,1282.447,237.541,0.0,120.878,5,0
1,24.542,0.0,2351.393,540.892,78.463,727.789,7,0
1,22.983,242.037,0.0,0.0,1062.515,971.399,3,1
1,18.934,0.0,1281.378,0.0,458.042,1237.483,6,0
1,38.419,821.884,109.552,574.878,1752.629,1156.646,5,1
1,25.463,160.801,1878.57,863.133,0.0,565.574,8,0
1,18.909,104.563,1676.355,0.0,860.262,736.719,1,1
0,46.498,646.33,703.451,630.276,0.0,0.0,8,0
1,47.874,846.54,42.564,1111.229,413.594,0.0,5,1
1,19.594,206.936,1603.119,168.742,1124.367,1240.233,7,0
1,1.868,0.0,1226.285,0.0,74.047,1179.07,8,0
1,42.105,0.0,0.0,238.89,916.239,1059.989,6,1
1,18.415,0.0,0.0,0.0,0.0,0.0,1,1
1,39.069,0.0,103.761,0.0,0.0,1256.017,3,1
1,0.419,289.587,2268.497,412.583,922.733,0.0,8,0
1,40.496,0.0,1825.785,0.0,2228.411,1431.228,3,0
1,11.044,667.156,0.0,0.0,0.0,26.086,1,1
1,38.231,0.0,0.0,180.803,1654.414,2068.379,6,1
1,28.2,182.923,1979.621,157.507,357.766,0.0,6,0
0,14.645,989.592,0.0,362.391,0.0,2151.574,5,1
0,22.301,442.186,1061.154,1220.126,0.0,0.0,8,0
1,37.608,180.976,0.0,228.528,327.363,0.0,3,0
1,29.483,0.0,2390.454,504.976,0.0,504.581,3,1
0,36.182,0.0,0.0,0.0,0.0,0.0,8,0
1,55.67,0.0,1822.034,600.045,0.0,224.055,1,1
0,6.101,0.0,671.83,0.0,0.0,0.0,3,0
0,50.641,711.183,752.634,209.996,523.19,0.0,7,0
0,29.461,75.773,0.0,109.045,302.959,811.23,5,0
0,15.417,0.0,0.0,748.466,0.0,0.0,3,1
0,9.376,1369.31,185.321,0.0,532.076,0.0,8,0
1,25.352,427.977,746.287,0.0,1454.029,0.0,8,0
0,40.903,0.0,0.0,50.478,743.539,0.0,1,0
1,26.214,0.0,0.0,432.378,176.56,1677.182,5,1
1,49.156,292.076,1123.767,255.271,1330.879,0.0,4,0
0,7.684,1327.985,1125.425,860.034,0.0,0.0,1,1
0,27.831,0.0,284.711,414.929,62.589,503.618,8,0
1,10.466,854.426,1386.242,0.0,88.803,0.0,4,0
0,33.091,1129.666,0.0,0.0,0.0,2639.562,8,1
0,40.416,0.0,22.878,37.105,0.0,129.346,3,0
1,22.109,39.616,2427.453,745.657,0.0,651.979,5,1
1,0.0,0.0,531.987,0.0,2413.396,1290.957,3,1
0,30.785,87.75,601.575,185.859,0.0,1270.807,5,1
1,34.114,196.217,3217.136,405.962,2054.726,544.952,2,0
0,33.66,648.772,0.0,0.0,351.893,130.816,3,1
0,45.301,928.619,1405.716,519.012,931.351,2425.23,3,1
0,13.005,0.0,2446.784,1086.788,0.0,195.252,3,1
1,37.523,0.0,60.17,73.225,538.723,0.0,6,0
1,44.695,206.191,1481.557,0.0,1025.539,0.0,1,1
1,3.1,410.799,0.0,132.703,1041.008,0.0,6,0
1,32.475,382.121,0.0,0.0,1162.251,1162.697,5,0
1,20.941,7.662,911.96,358.666,0.0,0.0,5,0
0,26.859,301.089,1408.28,423.274,0.0,293.991,5,0
0,32.867,1205.039,1795.124,1108.356,0.0,84.896,1,1
0,21.179,468.127,2333.554,61.363,885.541,2651.963,5,0
0,18.54,0.0,369.064,398.752,1500.617,0.0,6,0
1,28.478,0.0,1882.334,0.0,2087.58,0.0,7,0
0,12.779,109.596,39.234,0.0,645.69,157.099,6,0
1,12.798,1283.881,1532.51,0.0,0.0,92.594,7,0
0,37.511,100.855,698.987,60.918,0.0,0.0,3,0
1,11.917,207.134,984.813,0.0,1455.833,214.963,4,0
1,37.328,0.0,958.209,337.552,0.0,0.0,7,0
0,34.476,934.339,0.0,0.0,0.0,675.053,2,1
0,3.839,1493.894,0.0,216.673,63.262,0.0,8,1
0,18.514,512.898,573.05,0.0,233.599,272.942,5,0
0,44.718,273.802,0.0,0.0,349.383,0.0,1,1
1,14.264,243.909,1447.453,215.003,461.962,1367.102,7,0
0,21.498,0.0,1495.867,192.693,0.0,2143.077,1,1
0,34.469,704.348,842.605,596.257,326.122,0.0,5,0
1,38.967,307.208,0.0,102.44,0.0,1760.262,4,1
0,24.478,498.422,2106.167,0.0,1115.44,0.0,6,0
0,19.635,0.0,2894.653,68.748,0.0,0.0,5,0
0,47.913,0.0,626.492,0.0,0.0,2133.199,1,1
0,52.345,0.0,1062.642,0.0,0.0,846.815,2,1
0,41.704,884.055,692.086,1307.449,0.0,304.66,4,1
1,29.194,0.0,1086.443,0.0,1619.77,1021.536,8,0
0,16.684,1573.729,306.529,13.952,526.302,587.926,5,1
0,16.374,500.061,408.523,0.0,688.889,227.32,7,0
0,35.315,0.0,1536.861,31.584,1609.344,0.0,2,0
0,33.858,136.445,3264.749,0.0,204.241,15.936,8,0
0,47.622,0.0,0.0,326.374,1139.607,954.418,5,0
1,37.106,0.0,325.425,0.0,1062.247,171.09,4,0
0,6.957,1259.656,0.0,750.816,0.0,1247.442,1,1
1,42.727,677.043,2360.43,524.246,1930.282,702.838,6,0
1,14.027,566.585,0.0,0.0,0.0,0.0,7,0
0,22.624,327.512,0.0,0.0,1319.103,0.0,6,0
0,31.503,0.0,1215.824,0.0,0.0,134.963,4,0
0,55.939,0.0,2543.173,34.107,971.36,0.0,8,0
0,71.539,767.158,1246.317,1614.963,2358.106,653.138,8,0
1,36.494,0.0,695.757,474.224,75.723,0.0,3,1
0,25.435,0.0,940.969,0.0,28.009,0.0,6,0
0,35.483,72.381,2147.809,0.0,981.484,1405.723,5,0
0,40.427,127.858,0.0,140.201,0.0,455.613,2,1
0,23.511,308.116,315.783,312.063,2310.107,0.0,2,0
0,53.133,693.537,0.0,0.0,521.411,318.524,7,0
0,31.221,634.444,0.0,94.405,0.0,1747.857,6,1
1,34.968,388.2,55.95,0.0,0.0,608.476,4,1
1,37.323,997.095,1779.265,0.0,0.0,922.598,7,0
0,33.902,0.0,1129.923,315.374,0.0,0.0,4,1
0,39.745,547.978,1223.173,603.371,0.0,1377.74,4,1
0,19.358,627.25,625.771,640.983,0.0,2734.007,2,1
1,20.184,0.0,1077.989,491.656,0.0,0.0,1,1
0,12.598,0.0,0.0,0.0,2618.725,0.0,2,0
1,34.153,0.0,78.588,570.148,0.0,484.319,1,1
0,38.905,0.0,680.405,343.07,471.296,1219.28,7,1
0,34.409,709.723,783.019,245.007,961.773,204.041,7,0
0,51.443,0.0,834.225,0.0,1003.119,0.0,7,0
0,27.922,0.0,283.998,0.0,245.532,185.987,4,0
1,37.362,0.0,0.0,211.377,45.227,927.997,8,0
1,12.716,947.111,4239.326,1536.33,806.702,0.0,3,1
0,22.581,228.478,1538.145,338.696,603.174,937.618,2,1
0,37.738,103.487,945.777,0.0,25.145,1522.946,8,0
1,39.887,148.496,170.15,0.0,0.0,552.242,4,1
1,23.884,1059.839,0.0,0.0,0.0,270.655,2,1
1,26.998,0.0,293.039,1389.284,0.0,1170.811,4,1
1,6.75,1075.08,801.395,0.0,0.0,0.0,2,1
0,23.002,356.823,0.0,677.847,346.546,0.0,5,0
1,40.465,115.727,0.0,0.0,704.61,20.099,2,0
0,36.053,1845.585,0.0,316.263,2268.498,0.0,5,0
1,35.009,0.0,698.567,613.377,0.0,0.0,8,0
1,28.697,0.0,162.872,0.0,1162.088,2221.992,1,1
1,28.099,0.0,2223.745,0.0,646.556,2580.593,2,1
1,18.756,839.1,0.0,1098.967,1735.597,0.0,1,1
1,37.784,1317.973,0.0,721.372,943.852,396.305,3,1
0,33.894,1305.45,2274.11,612.776,0.0,102.765,6,0
0,34.888,1015.567,607.343,610.875,0.0,1462.874,6,1
1,20.636,91.547,1511.811,427.362,652.388,1670.928,5,1
1,0.0,0.0,2911.496,1299.954,0.0,0.0,8,0
0,43.36,0.0,0.0,194.589,0.0,799.811,8,0
1,21.296,1543.318,330.823,493.267,0.0,0.0,2,1
1,15.921,524.836,123.088,0.0,487.073,2146.186,6,1
0,37.709,0.0,0.0,0.0,1968.478,762.26,1,0
1,22.512,1083.237,77.524,0.0,0.0,0.0,6,0
1,42.839,0.0,1507.275,883.476,959.297,46.613,6,0
0,36.638,484.304,1098.707,0.0,197.507,0.0,4,0
0,37.57,107.791,1192.9,0.0,0.0,851.369,6,0
0,8.877,635.14,0.0,0.0,1118.292,1394.008,1,1
1,44.967,178.677,0.0,0.0,0.0,0.0,6,0
0,31.658,0.0,1973.107,0.0,333.789,2230.692,2,1
0,22.83,269.125,0.0,945.528,0.0,1985.975,6,1
0,30.007,901.762,802.898,392.112,1292.385,0.0,3,0
0,3.133,201.009,646.002,0.0,0.0,376.442,6,0
0,33.721,723.825,2204.06,766.94,739.957,2096.349,5,1
0,13.589,0.0,1615.695,179.986,0.0,1594.565,8,0
1,9.063,202.93,0.0,191.037,0.0,0.0,4,0
1,6.687,0.0,0.0,0.0,0.0,1155.057,7,1
0,43.578,705.538,1144.692,0.0,2611.308,3447.058,1,1
0,19.19,240.47,372.795,0.0,915.613,410.418,8,0
0,49.472,668.548,0.0,196.018,0.0,0.0,8,0
1,20.499,927.012,1668.753,213.616,0.0,481.041,6,0
1,4.097,669.552,674.951,1034.692,0.0,558.88,6,1
1,12.369,397.527,512.949,385.631,1098.567,0.0,2,0
1,45.301,0.0,1385.794,0.0,0.0,763.706,7,0
1,25.817,218.189,0.0,317.08,154.257,0.0,2,1
1,20.324,0.0,2332.223,0.0,2257.706,0.0,5,0
1,30.24,0.0,0.0,0.0,0.0,1096.157,7,0
1,35.025,0.0,1238.315,0.0,398.424,0.0,8,0
1,43.644,0.0,2170.599,0.0,2733.641,1248.326,4,0
0,48.279,0.0,0.0,0.0,1005.367,0.0,1,0
0,22.963,0.0,37.998,283.95,448.516,0.0,1,1
0,9.435,345.697,1820.649,0.0,867.3,0.0,8,0
0,22.211,0.0,1838.693,369.734,0.0,601.207,1,1
1,31.644,230.193,244.205,1422.704,1739.594,1691.527,5,1
1,14.507,1455.174,0.0,0.0,0.0,360.504,5,0
0,14.6,884.987,1597.123,10.674,0.0,41.119,6,0
1,32.813,1288.302,1870.259,0.0,0.0,908.56,4,1
0,27.319,474.233,0.0,1.476,0.0,0.0,1,1
1,28.459,978.881,0.0,529.922,0.687,446.386,1,1
0,17.381,0.0,720.308,573.558,25.008,0.0,6,0
1,24.774,0.0,1205.233,213.324,1627.166,386.72,4,0
1,15.061,0.0,91.117,667.988,1074.822,163.672,7,0
0,40.463,990.995,1265.153,1595.791,599.592,0.0,4,1
1,42.493,1221.211,0.0,1128.891,306.76,473.293,4,1
0,2.153,0.0,0.0,0.0,0.0,466.477,8,0
0,14.987,54.931,0.0,0.0,0.0,1534.227,2,1
0,7.049,0.0,525.879,0.0,434.476,0.0,4,0
0,18.9,468.725,118.992,0.0,1184.105,220.149,3,0
1,26.832,951.206,0.0,422.755,190.833,0.0,5,1
1,7.705,0.0,0.0,0.0,0.0,1213.25,4,1
1,15.094,486.135,0.0,129.219,820.952,1091.608,2,1
0,13.945,40.163,1527.187,639.288,218.335,833.274,8,0
1,30.902,293.706,1957.437,113.61,2164.319,0.0,8,0
0,28.971,518.346,1875.256,0.0,1666.001,1229.744,7,0
1,17.896,97.668,0.0,827.896,1365.459,0.0,3,1
1,30.475,152.669,0.0,0.0,1143.508,0.0,2,1
1,20.346,80.981,1045.962,0.0,0.0,0.0,2,0
0,24.197,850.706,1212.12,146.67,1039.293,264.851,6,0
1,51.428,492.194,930.204,178.909,723.959,1008.923,2,0
1,46.766,363.379,0.0,271.078,977.067,0.0,2,0
0,9.806,0.0,0.0,511.846,851.87,1688.88,1,1
1,39.616,0.0,414.373,150.172,808.039,437.668,5,1
0,39.36,804.135,1034.662,0.0,3280.953,0.0,6,0
1,11.924,244.503,1370.769,0.0,226.196,405.994,6,0
0,39.463,648.695,623.104,0.0,1339.971,1447.152,1,1
0,49.531,1368.233,846.941,611.024,0.0,929.413,3,1
1,12.284,895.094,551.839,0.0,1179.706,1454.027,1,1
0,15.155,280.553,1272.743,644.192,1343.252,0.0,6,0
0,42.247,0.0,825.439,180.639,710.869,0.0,3,0
0,31.801,0.0,528.885,0.0,2146.172,0.0,6,0
0,35.721,110.55,127.957,516.308,0.0,2103.459,4,1
0,32.768,8.092,547.55,0.0,0.0,971.331,3,1
0,33.47,473.738,1031.51,527.383,543.618,3289.36,6,1
1,9.429,119.962,770.97,289.127,1278.888,0.0,1,1
0,42.662,11.75,906.992,0.0,507.372,0.0,6,0
0,44.374,0.0,2061.266,466.035,1724.335,150.032,1,0
1,24.789,0.0,768.197,476.09,0.0,1747.275,3,1
1,27.391,529.823,0.0,818.211,0.0,0.0,1,1
1,6.564,1335.34,1510.328,711.042,648.941,430.659,3,1
1,35.2,156.609,0.0,445.113,225.102,401.525,2,1
1,36.009,433.077,0.0,0.0,907.15,341.472,5,0
1,27.129,839.111,853.017,1541.209,279.857,0.0,7,1
1,43.741,0.0,1069.676,0.0,0.0,155.844,3,0
0,23.323,458.429,0.0,701.587,227.569,110.892,7,0
0,35.904,0.0,0.0,411.519,341.734,292.057,8,0
1,13.725,782.136,0.0,0.0,0.0,1290.693,7,1
0,27.67,318.412,0.0,100.391,86.555,2148.659,2,1
0,25.559,413.994,1582.317,125.898,0.0,0.0,2,1
0,31.154,0.0,1297.807,901.126,1252.332,0.0,2,1
1,22.827,679.571,427.053,0.0,523.423,0.0,7,0
1,26.159,1575.063,0.0,23.311,2792.428,496.457,2,0
0,39.565,0.0,0.0,0.0,486.775,0.0,3,1
1,21.885,0.0,2154.222,1141.467,0.0,551.787,7,1
0,5.508,370.545,1160.537,0.0,3247.743,1458.808,7,0
0,52.494,731.164,0.0,353.07,764.989,0.0,8,0
0,47.34,0.0,1313.519,113.212,1399.137,816.369,1,0
0,9.908,0.0,365.732,115.119,961.313,0.0,2,0
1,37.656,1103.473,105.469,623.523,995.312,783.443,4,1
1,20.958,714.329,972.254,1105.907,899.219,0.0,2,1
1,31.689,0.0,0.0,310.836,0.0,1556.074,8,1
0,32.119,0.0,37.492,536.844,714.282,1258.945,1,1
1,24.718,1239.319,595.753,354.179,0.0,896.77,1,1
0,17.027,1161.068,0.0,739.818,118.201,1132.887,5,1
1,18.332,830.116,1252.902,0.0,0.0,0.0,5,0
0,15.173,105.527,2692.88,772.219,703.217,0.0,7,0
0,16.354,273.942,0.0,791.88,677.539,1090.058,2,1
0,27.06,134.898,0.0,776.221,839.26,0.0,2,1
1,17.979,953.356,0.0,0.0,626.026,1817.917,6,1
1,37.549,0.0,269.438,75.731,0.0,0.0,7,0
1,48.821,0.0,0.0,304.102,22.896,826.989,6,1
1,19.879,876.678,699.433,0.0,1322.436,2504.212,5,1
0,31.352,191.165,609.117,1063.155,1484.642,0.0,2,1
1,34.996,1116.004,0.0,163.125,0.0,372.2,6,0
1,34.608,0.0,0.0,329.0,0.0,1406.892,4,1
0,29.063,184.394,805.12,0.0,0.0,1298.841,3,1
0,38.398,0.0,612.515,0.0,1459.728,0.0,5,0
0,34.751,224.786,0.0,0.0,1646.372,0.0,5,0
1,10.673,0.0,0.0,292.754,0.0,55.207,1,1
0,40.168,0.0,1015.67,547.12,648.04,1820.251,2,1
0,40.422,0.0,1976.279,260.603,2327.874,6.939,5,0
0,17.314,671.05,783.579,364.165,766.843,382.021,5,0
1,28.531,685.783,0.0,0.0,1873.654,0.0,8,0
0,37.567,0.0,503.463,447.899,1408.599,1040.826,6,0
1,25.07,1087.026,0.0,1000.386,0.0,463.301,4,1
1,43.022,1843.32,1719.553,564.682,101.02,0.0,7,1
0,61.094,249.904,548.213,623.343,348.23,0.0,2,1
0,16.996,0.0,0.0,334.649,424.547,0.0,8,0
1,8.665,2055.815,89.191,0.0,1317.962,0.0,3,1
0,32.253,0.0,1005.962,0.0,759.553,1133.643,4,0
0,38.102,233.069,50.343,424.73,0.0,1689.949,3,1
1,24.768,336.754,118.925,163.874,0.0,1019.836,1,1
1,48.346,1094.346,0.0,416.312,0.0,882.364,5,1
0,9.26,453.83,1129.849,1108.797,502.902,167.148,6,1
1,37.701,0.0,0.0,576.58,574.536,1113.66,4,1
0,19.518,0.0,0.0,874.976,621.547,600.592,8,1
0,52.071,0.0,4.491,223.022,0.0,2194.671,3,1
0,55.895,0.0,1627.38,0.0,1051.558,196.632,2,0
1,17.267,251.086,0.0,137.595,1097.889,1710.158,1,1
0,20.306,0.0,2535.582,0.0,0.0,1217.82,8,0
0,40.034,0.0,964.762,1042.645,0.0,1072.215,7,1
0,22.58,1035.845,856.51,612.619,309.855,0.0,1,1
1,27.364,0.0,295.922,461.487,2280.961,1275.649,5,0
1,28.355,0.0,368.057,862.128,2179.717,166.117,5,0
1,1.125,110.632,133.892,0.0,929.745,0.0,3,0
1,27.806,264.442,87.277,499.357,0.0,0.0,3,1
1,18.344,0.0,1087.041,0.0,1285.527,294.134,1,0
0,21.096,435.571,0.0,165.937,0.0,335.229,3,1
1,48.211,0.0,0.0,0.0,0.0,0.0,5,0
1,10.409,1332.169,0.0,540.573,0.0,0.0,1,1
1,39.385,560.574,2904.785,297.785,422.62,810.95,1,1
0,24.095,0.0,1086.411,923.266,0.0,1215.29,7,1
1,24.083,0.0,815.391,0.0,416.073,499.797,2,1
1,39.065,151.771,0.0,567.104,0.0,1508.376,2,1
0,32.761,618.314,1198.011,260.845,496.809,209.296,3,0
1,35.989,203.429,310.114,0.0,0.0,242.931,8,0
0,41.555,78.847,707.003,0.0,1506.734,0.0,3,0
0,23.362,257.941,0.0,86.068,884.08,0.0,8,0
0,19.429,0.0,642.323,792.884,3.469,2247.395,5,1
0,12.808,0.0,0.0,429.685,928.992,1487.864,8,1
0,16.444,0.0,0.0,0.0,0.0,0.0,5,0
1,69.287,852.922,1330.928,91.423,389.613,463.54,2,1
0,45.426,414.219,0.0,1299.972,1184.251,194.951,1,1
0,9.085,0.0,1127.732,232.285,0.0,12.308,4,0
1,9.486,1454.178,1271.383,0.0,0.0,0.0,6,0
0,34.746,276.561,0.0,445.374,285.091,700.333,6,0
1,35.662,0.0,0.0,597.5,94.077,1159.084,7,1
1,35.684,776.879,182.369,0.0,1912.812,722.511,4,0
1,24.431,478.731,788.443,451.442,0.0,173.456,8,0
0,26.244,476.477,266.574,0.0,0.0,134.912,7,0
0,32.59,0.0,970.275,572.823,0.0,1283.655,3,1
0,29.203,512.822,2565.576,265.028,1971.315,786.617,6,0
1,0.0,49.857,0.0,439.902,39.081,376.324,7,1
0,24.783,581.362,0.0,0.0,0.0,262.304,6,1
0,16.08,0.0,1441.108,0.0,252.269,662.534,4,0
0,30.453,0.0,2469.977,699.478,1009.859,0.0,7,0
1,69.794,1339.401,921.322,125.538,692.1,1162.616,4,1
1,33.145,0.0,0.0,329.619,3222.673,0.0,2,0
0,23.611,0.0,301.329,0.0,809.329,0.0,1,0
0,40.905,0.0,0.0,673.287,0.0,941.661,5,1
0,34.758,0.0,1221.427,0.0,0.0,0.0,8,0
0,33.881,0.0,0.0,94.063,0.0,0.0,2,1
1,36.496,70.119,89.845,610.156,0.0,366.232,6,0
1,56.792,308.309,0.0,826.862,353.851,0.0,5,1
1,12.168,185.872,602.19,0.0,1171.815,0.0,2,0
1,34.631,125.829,10.39,1267.423,0.0,1094.424,2,1
0,15.031,247.977,662.115,345.415,0.0,84.975,4,0
0,35.777,884.847,476.821,0.0,1977.54,1649.761,5,0
0,15.138,96.21,0.0,376.669,0.0,0.0,2,1
1,22.157,0.0,1202.252,0.0,0.0,201.35,4,0
0,23.869,37.268,391.481,413.078,0.0,719.564,3,1
1,41.661,596.575,0.0,146.001,0.0,0.0,5,0
1,40.858,1137.817,3139.112,211.593,734.849,1383.35,8,0
0,10.56,0.0,1021.716,0.0,0.0,836.213,7,0
0,28.769,284.307,266.087,724.434,68.344,0.0,2,1
0,18.066,439.932,2148.245,0.0,1578.228,260.371,6,0
1,10.381,0.0,2660.179,0.0,0.0,705.255,3,1
0,24.962,233.271,275.581,375.722,1162.598,0.0,4,0
1,23.681,0.0,866.877,1067.593,1972.455,0.0,2,0
0,61.974,0.0,0.0,0.0,0.0,592.382,6,0
1,34.061,458.385,273.369,562.545,1120.725,2621.805,4,1
1,8.713,0.0,211.125,771.07,44.0,0.0,4,1
0,20.093,351.482,671.792,626.223,1326.508,1947.703,7,1
1,42.299,208.368,849.313,0.0,0.0,0.0,6,0
1,57.238,0.0,1121.794,0.0,0.0,526.323,4,0
0,5.796,190.585,735.171,0.0,0.0,1110.099,5,1
1,1.681,0.0,0.0,22.809,0.0,291.166,7,0
0,54.194,1124.132,0.0,829.729,0.0,0.0,3,1
1,33.455,0.0,0.0,0.0,68.521,1062.434,7,0
0,15.844,92.74,111.311,562.118,1102.015,2286.028,3,1
0,35.485,0.0,1710.929,0.0,0.0,615.616,1,1
1,0.0,590.774,0.0,229.401,0.0,0.0,7,0
1,28.047,4.57,21.102,566.363,0.0,100.761,7,0
1,32.589,0.0,1593.611,0.0,0.0,2945.693,8,1
1,40.94,774.581,90.147,265.471,0.0,441.652,2,1
1,13.805,239.13,1002.499,0.0,0.0,0.0,7,0
0,29.2,555.819,282.55,564.883,386.426,0.0,4,1
1,15.044,0.0,758.14,301.778,0.0,0.0,8,0
0,31.575,0.0,175.833,201.644,1372.907,681.763,2,1
0,15.465,289.685,1250.479,1042.676,0.0,987.374,8,1
1,22.287,12.75,0.0,540.891,0.0,0.0,8,0
0,14.059,627.183,14.026,0.0,2304.198,284.281,3,0
0,37.116,168.06,805.887,121.916,0.0,0.0,3,1
0,40.018,353.299,1090.434,127.497,49.813,439.575,4,0
0,24.715,0.0,2241.543,214.979,0.0,805.57,5,0
1,28.535,1447.484,0.0,1583.725,0.0,0.0,6,1
0,7.72,113.243,2225.378,377.677,2012.042,2074.975,4,0
1,23.805,673.432,0.0,0.0,498.143,0.0,4,0
1,27.297,0.0,2044.376,0.0,457.047,597.65,1,0
0,64.691,420.206,1430.961,0.0,0.0,1190.733,6,0
1,12.432,0.0,0.0,0.0,704.616,218.846,8,0
1,48.498,513.844,818.447,0.0,1583.164,102.099,8,0
1,41.956,0.0,388.517,0.0,1574.425,0.0,7,0
0,31.929,238.974,1200.702,0.0,1045.167,1725.209,8,0
1,52.621,673.683,182.074,385.13,0.0,121.612,5,1
1,33.209,0.0,81.305,170.302,654.436,864.234,8,0
1,33.448,0.0,2092.913,339.659,1044.343,1006.357,2,1
0,27.256,517.261,331.535,111.451,0.0,0.0,6,0
1,45.13,1583.844,1441.707,0.0,0.0,92.595,5,0
